id,title,normalized_role,company,location,work_mode,seniority,required_skills,preferred_skills,minimum_experience,salary_min,salary_max,currency,source_url,published_at,collected_at,description
JOB-090,Frontend Developer,Frontend Developer,Sociolla,Yogyakarta,Remote,Mid,"React|TypeScript|JavaScript|HTML/CSS|Git|Tailwind CSS","Next.js|GraphQL|Testing",2,10000000,15000000,IDR,https://example.com/job/090,2026-06-26,2026-07-10,Mengembangkan UI toko kecantikan online dengan pengalaman visual yang memukau.
JOB-091,Senior Frontend Developer,Frontend Developer,Astra Digital,Jakarta,Hybrid,Senior,"React|TypeScript|JavaScript|HTML/CSS|Next.js|Git|Tailwind CSS","GraphQL|React Native|Testing|Performance",5,22000000,30000000,IDR,https://example.com/job/091,2026-06-27,2026-07-10,Memimpin pengembangan platform digital Astra di sektor otomotif dan mobilitas.
JOB-092,Frontend Developer,Frontend Developer,Mekari,Jakarta,Remote,Mid,"React|TypeScript|JavaScript|HTML/CSS|Git|Tailwind CSS","Next.js|GraphQL|Storybook|Testing",3,11000000,16000000,IDR,https://example.com/job/092,2026-06-28,2026-07-10,Mengembangkan aplikasi SaaS accounting dan HR dengan antarmuka intuitif.
JOB-093,Frontend Developer,Frontend Developer,Telkomsel,Jakarta,Hybrid,Mid,"React|TypeScript|JavaScript|HTML/CSS|Git","Next.js|Tailwind CSS|GraphQL",3,12000000,18000000,IDR,https://example.com/job/093,2026-06-29,2026-07-10,Mengembangkan portal layanan digital telco untuk pelanggan korporasi.
JOB-094,Data Analyst - Business Intelligence,Data Analyst,Telkomsel,Jakarta,Hybrid,Mid,"SQL|Python|Tableau|Statistics|Excel","Power BI|Looker|BigQuery",3,11000000,17000000,IDR,https://example.com/job/094,2026-07-01,2026-07-10,Mengelola data warehouse dan dashboard BI untuk unit bisnis digital.
JOB-095,Data Analyst,Data Analyst,Indosat,Jakarta,Onsite,Mid,"SQL|Excel|Python|Tableau|Statistics","Power BI|R|Looker",2,9000000,14000000,IDR,https://example.com/job/095,2026-07-02,2026-07-10,Menganalisis data pelanggan dan trafik jaringan untuk insight bisnis.
JOB-096,Junior Data Analyst,Data Analyst,Bank BNI,Jakarta,Onsite,Junior,"SQL|Excel|Statistics|Python","Tableau|Power BI",1,7000000,10000000,IDR,https://example.com/job/096,2026-07-03,2026-07-10,Membantu analisis data kredit dan performa cabang.
JOB-097,Business Analyst - Digital Banking,Business Analyst,Bank Mandiri,Jakarta,Hybrid,Mid,"SQL|Excel|Process Mapping|Stakeholder Management|Data Analysis","Python|Tableau|Agile",3,11000000,17000000,IDR,https://example.com/job/097,2026-07-05,2026-07-10,Menjembatani kebutuhan bisnis perbankan digital dengan tim engineering.
JOB-098,Business Analyst,Business Analyst,Dana,Jakarta,Hybrid,Mid,"SQL|Excel|Process Mapping|Stakeholder Management|Data Analysis","Python|Tableau|Agile",2,9000000,14000000,IDR,https://example.com/job/098,2026-07-06,2026-07-10,Menganalisis alur transaksi dan merekomendasikan perbaikan proses bisnis.
JOB-099,Business Analyst,Business Analyst,SeaBank,Jakarta,Onsite,Junior,"SQL|Excel|Stakeholder Management|Process Mapping","Data Analysis|Tableau",1,7500000,11000000,IDR,https://example.com/job/099,2026-07-07,2026-07-10,Mendukung tim produk perbankan dalam dokumentasi requirement dan analisis data.
JOB-100,Python Backend Developer - AI,Python Backend Developer,Halodoc,Jakarta,Hybrid,Mid,"Python|FastAPI|PostgreSQL|Docker|Redis|Kafka","Kubernetes|gRPC|Machine Learning",3,15000000,22000000,IDR,https://example.com/job/100,2026-07-01,2026-07-10,Mengembangkan backend untuk fitur AI-assisted diagnosis dan prescription.
JOB-101,Junior Python Backend,Python Backend Developer,JD.ID,Jakarta,Onsite,Junior,"Python|Flask|PostgreSQL|Docker","FastAPI|Redis",1,8000000,12000000,IDR,https://example.com/job/101,2026-07-02,2026-07-10,Membantu pengembangan API backend untuk platform e-commerce.
JOB-102,Python Developer - Data Pipeline,Python Backend Developer,Blibli,Yogyakarta,Hybrid,Mid,"Python|FastAPI|PostgreSQL|Docker|Airflow|Redis","Kubernetes|Kafka|Spark",3,13000000,19000000,IDR,https://example.com/job/102,2026-07-03,2026-07-10,Mengembangkan data pipeline dan API untuk platform e-commerce.
JOB-103,UI/UX Designer,UI/UX Designer,Ajaib,Jakarta,Hybrid,Mid,"Figma|User Research|Prototyping|Design Systems|Usability Testing","Design Thinking|Motion Design",2,11000000,16000000,IDR,https://example.com/job/103,2026-07-01,2026-07-10,Mendesain platform investasi saham dan reksadana yang mudah dipahami pengguna.
JOB-104,UI/UX Designer,UI/UX Designer,Bibit,Jakarta,Hybrid,Mid,"Figma|User Research|Prototyping|Design Systems|Usability Testing","Design Thinking|HTML/CSS",2,10000000,15000000,IDR,https://example.com/job/104,2026-07-02,2026-07-10,Merancang antarmuka aplikasi investasi robo-advisor yang edukatif.
JOB-105,UI/UX Designer,UI/UX Designer,Xendit,Jakarta,Hybrid,Mid,"Figma|User Research|Prototyping|Design Systems","Usability Testing|Design Thinking",2,10000000,15000000,IDR,https://example.com/job/105,2026-07-03,2026-07-10,Mendesain dashboard merchant payment dan antarmuka developer portal.
JOB-106,Product Manager - Investment,Product Manager,Ajaib,Jakarta,Hybrid,Mid,"Product Strategy|Agile|Stakeholder Management|Data Analysis|User Research","Product Analytics|SQL",3,15000000,22000000,IDR,https://example.com/job/106,2026-07-04,2026-07-10,Memimpin produk investasi ritel dengan fokus pada edukasi dan kemudahan pengguna.
JOB-107,Product Manager,Product Manager,Bibit,Jakarta,Hybrid,Mid,"Product Strategy|Agile|Stakeholder Management|Data Analysis|User Research","Product Analytics|SQL|Robo-advisor",3,14000000,20000000,IDR,https://example.com/job/107,2026-07-05,2026-07-10,Mengelola produk robo-advisor untuk membantu investasi otomatis pengguna.
JOB-108,Product Manager,Product Manager,Sociolla,Jakarta,Hybrid,Junior,"Product Strategy|Agile|Stakeholder Management|Data Analysis","User Research|SQL",1,9000000,13000000,IDR,https://example.com/job/108,2026-07-06,2026-07-10,Mendukung pengembangan fitur-fitur untuk platform kecantikan online.
JOB-109,Frontend Developer,Frontend Developer,Ajaib,Jakarta,Hybrid,Mid,"React|TypeScript|JavaScript|HTML/CSS|Git","Next.js|Tailwind CSS|GraphQL|Testing",2,11000000,16000000,IDR,https://example.com/job/109,2026-07-04,2026-07-10,Mengembangkan dashboard investasi real-time dengan visualisasi data portofolio.
JOB-110,Frontend Developer,Frontend Developer,Bibit,Jakarta,Hybrid,Mid,"React|TypeScript|JavaScript|HTML/CSS|Git","Next.js|Tailwind CSS|GraphQL|Storybook",2,11000000,16000000,IDR,https://example.com/job/110,2026-07-05,2026-07-10,Mengembangkan antarmuka aplikasi investasi dengan fokus pada kemudahan pengguna.
JOB-111,Frontend Developer,Frontend Developer,Xendit,Jakarta,Hybrid,Mid,"React|TypeScript|JavaScript|HTML/CSS|Git|Tailwind CSS","Next.js|GraphQL|Testing|Storybook",3,12000000,18000000,IDR,https://example.com/job/111,2026-07-06,2026-07-10,Mengembangkan dashboard merchant dan portal developer untuk payment gateway.
JOB-112,Senior Frontend Engineer,Frontend Developer,GoTo Financial,Jakarta,Hybrid,Senior,"React|TypeScript|JavaScript|HTML/CSS|Next.js|Git|Tailwind CSS","GraphQL|React Native|Testing|Performance|Storybook",5,23000000,33000000,IDR,https://example.com/job/112,2026-07-07,2026-07-10,Memimpin strategi frontend untuk ekosistem fintech GoTo Financial.
JOB-113,Data Analyst - CRM,Data Analyst,Shopee Indonesia,Jakarta,Hybrid,Mid,"SQL|Python|Tableau|Statistics|Excel","Google Analytics|Looker|BigQuery",2,10000000,15000000,IDR,https://example.com/job/113,2026-07-05,2026-07-10,Menganalisis data pelanggan untuk strategi retensi dan engagement marketing.
JOB-114,Data Analyst,Data Analyst,Ajaib,Jakarta,Hybrid,Mid,"SQL|Python|Tableau|Statistics","Excel|Looker",2,10000000,15000000,IDR,https://example.com/job/114,2026-07-06,2026-07-10,Menganalisis data investasi dan perilaku pengguna di platform saham online.
JOB-115,Business Analyst - Health,Business Analyst,Halodoc,Jakarta,Remote,Mid,"SQL|Excel|Process Mapping|Stakeholder Management|Data Analysis","Python|Tableau|Healthcare Domain",2,10000000,15000000,IDR,https://example.com/job/115,2026-07-08,2026-07-10,Menganalisis proses bisnis layanan kesehatan digital dan telemedicine.
JOB-116,Senior Business Analyst - Fintech,Senior Business Analyst,GoTo Financial,Jakarta,Hybrid,Senior,"SQL|Excel|Process Mapping|Stakeholder Management|Data Analysis|Agile|Python","Tableau|Looker|Product Analytics",5,20000000,30000000,IDR,https://example.com/job/116,2026-07-09,2026-07-10,Memimpin strategi produk fintech lintas unit dengan pendekatan data-driven.
JOB-117,UI/UX Designer - Fintech,UI/UX Designer,GoTo Financial,Jakarta,Hybrid,Mid,"Figma|User Research|Prototyping|Design Systems|Usability Testing","Design Thinking|Motion Design|HTML/CSS",3,12000000,18000000,IDR,https://example.com/job/117,2026-07-07,2026-07-10,Mendesain pengalaman produk keuangan digital yang inklusif dan terpercaya.
JOB-118,Senior UI/UX Designer,Senior UI/UX Designer,Shopee Indonesia,Jakarta,Onsite,Senior,"Figma|User Research|Prototyping|Design Systems|Usability Testing|Design Thinking","Motion Design|Design Strategy",5,22000000,32000000,IDR,https://example.com/job/118,2026-07-08,2026-07-10,Memimpin design system dan strategi UX untuk marketplace Shopee.
JOB-119,Product Manager - Platform,Product Manager,Xendit,Jakarta,Hybrid,Mid,"Product Strategy|Agile|Stakeholder Management|Data Analysis|User Research|Product Analytics","SQL|Technical Background|API Design",3,16000000,23000000,IDR,https://example.com/job/119,2026-07-09,2026-07-10,Mengembangkan platform payment API untuk developer dan merchant enterprise.
JOB-120,Frontend Developer - Design System,Frontend Developer,Tiket.com,Jakarta,Hybrid,Mid,"React|TypeScript|JavaScript|HTML/CSS|Git|Tailwind CSS","Next.js|Storybook|GraphQL|Testing",3,11000000,16000000,IDR,https://example.com/job/120,2026-07-10,2026-07-10,Mengembangkan dan memelihara design system komponen untuk frontend platform tiket.
